Date	Country	Type	Order Category	Product	New	Total
2024-12-20 00:00:00	USA	Best	Commercial	Pluvicto	188	917
2024-12-21 00:00:00	USA	Best	Commercial	Pluvicto	189	922
2024-12-22 00:00:00	USA	Best	Commercial	Pluvicto	190	927
2024-12-23 00:00:00	USA	Best	Commercial	Pluvicto	191	932
2024-12-24 00:00:00	USA	Best	Commercial	Pluvicto	192	937
2024-12-25 00:00:00	USA	Best	Commercial	Pluvicto	193	942
2024-12-26 00:00:00	USA	Best	Commercial	Pluvicto	194	947
2024-12-27 00:00:00	USA	Best	Commercial	Pluvicto	195	952
2024-12-28 00:00:00	USA	Best	Commercial	Pluvicto	196	957
2024-12-29 00:00:00	USA	Best	Commercial	Pluvicto	197	962
2024-12-30 00:00:00	USA	Best	Commercial	Pluvicto	198	967
2024-12-31 00:00:00	USA	Best	Commercial	Pluvicto	199	972
2025-01-01 00:00:00	USA	Best	Commercial	Pluvicto	200	977
2025-01-02 00:00:00	USA	Best	Commercial	Pluvicto	201	982
2025-01-03 00:00:00	USA	Best	Commercial	Pluvicto	202	987
2025-01-04 00:00:00	USA	Best	Commercial	Pluvicto	203	992
2025-01-05 00:00:00	USA	Best	Commercial	Pluvicto	204	997
2025-01-06 00:00:00	USA	Best	Commercial	Pluvicto	205	1002
2025-01-07 00:00:00	USA	Best	Commercial	Pluvicto	206	1007
2025-01-08 00:00:00	USA	Best	Commercial	Pluvicto	207	1012
2025-01-09 00:00:00	USA	Best	Commercial	Pluvicto	208	1017
2025-01-10 00:00:00	USA	Best	Commercial	Pluvicto	209	1022
2025-01-11 00:00:00	USA	Best	Commercial	Pluvicto	210	1027
2025-01-12 00:00:00	USA	Best	Commercial	Pluvicto	211	1032
2025-01-13 00:00:00	USA	Best	Commercial	Pluvicto	212	1037
2025-01-14 00:00:00	USA	Best	Commercial	Pluvicto	213	1042
2025-01-15 00:00:00	USA	Best	Commercial	Pluvicto	214	1047
2025-01-16 00:00:00	USA	Best	Commercial	Pluvicto	215	1052
2025-01-17 00:00:00	USA	Best	Commercial	Pluvicto	216	1057
2025-01-18 00:00:00	USA	Best	Commercial	Pluvicto	217	1062
2025-01-19 00:00:00	USA	Best	Commercial	Pluvicto	218	1067
2025-01-20 00:00:00	USA	Best	Commercial	Pluvicto	219	1072
2024-06-20 00:00:00	USA	Base	Commercial	Lutathera	55	55
2024-06-21 00:00:00	USA	Base	Commercial	Lutathera	66	66
2024-06-22 00:00:00	USA	Base	Commercial	Lutathera	5	6
2024-06-23 00:00:00	USA	Base	Commercial	Lutathera	7	8
2024-06-24 00:00:00	USA	Base	Commercial	Lutathera	9	10
2024-06-25 00:00:00	USA	Base	Commercial	Lutathera	11	12
2024-06-26 00:00:00	USA	Base	Commercial	Lutathera	13	14
2024-06-27 00:00:00	USA	Base	Commercial	Lutathera	15	16
2024-06-28 00:00:00	USA	Base	Commercial	Lutathera	17	18
2024-06-29 00:00:00	USA	Base	Commercial	Lutathera	19	20
2024-06-30 00:00:00	USA	Base	Commercial	Lutathera	21	22
2024-07-01 00:00:00	USA	Base	Commercial	Lutathera	23	24
2024-07-02 00:00:00	USA	Base	Commercial	Lutathera	25	26
2024-07-03 00:00:00	USA	Base	Commercial	Lutathera	27	28
2024-07-04 00:00:00	USA	Base	Commercial	Lutathera	29	30
2024-07-05 00:00:00	USA	Base	Commercial	Lutathera	31	32
2024-07-06 00:00:00	USA	Base	Commercial	Lutathera	33	34
2024-07-07 00:00:00	USA	Base	Commercial	Lutathera	35	36
2024-07-08 00:00:00	USA	Base	Commercial	Lutathera	37	38
2024-07-09 00:00:00	USA	Base	Commercial	Lutathera	39	40
2024-07-10 00:00:00	USA	Base	Commercial	Lutathera	41	42
2024-07-11 00:00:00	USA	Base	Commercial	Lutathera	43	44
2024-07-12 00:00:00	USA	Base	Commercial	Lutathera	45	46
2024-07-13 00:00:00	USA	Base	Commercial	Lutathera	47	48
2024-07-14 00:00:00	USA	Base	Commercial	Lutathera	49	50
2024-07-15 00:00:00	USA	Base	Commercial	Lutathera	51	52
2024-07-16 00:00:00	USA	Base	Commercial	Lutathera	53	54
2024-07-17 00:00:00	USA	Base	Commercial	Lutathera	55	56
2024-07-18 00:00:00	USA	Base	Commercial	Lutathera	57	58
2024-07-19 00:00:00	USA	Base	Commercial	Lutathera	59	60
2024-07-20 00:00:00	USA	Base	Commercial	Lutathera	61	62
2024-07-21 00:00:00	USA	Base	Commercial	Lutathera	63	64
2024-07-22 00:00:00	USA	Base	Commercial	Lutathera	65	66
2024-07-23 00:00:00	USA	Base	Commercial	Lutathera	67	68
2024-07-24 00:00:00	USA	Base	Commercial	Lutathera	69	70
2024-07-25 00:00:00	USA	Base	Commercial	Lutathera	71	72
2024-07-26 00:00:00	USA	Base	Commercial	Lutathera	73	74
2024-07-27 00:00:00	USA	Base	Commercial	Lutathera	75	76
2024-07-28 00:00:00	USA	Base	Commercial	Lutathera	77	78
2024-07-29 00:00:00	USA	Base	Commercial	Lutathera	79	80
2024-07-30 00:00:00	USA	Base	Commercial	Lutathera	81	82
2024-07-31 00:00:00	USA	Base	Commercial	Lutathera	83	84
2024-08-01 00:00:00	USA	Base	Commercial	Lutathera	85	86
2024-08-02 00:00:00	USA	Base	Commercial	Lutathera	87	88
2024-08-03 00:00:00	USA	Base	Commercial	Lutathera	89	90
2024-08-04 00:00:00	USA	Base	Commercial	Lutathera	91	92
2024-08-05 00:00:00	USA	Base	Commercial	Lutathera	93	94
2024-08-06 00:00:00	USA	Base	Commercial	Lutathera	95	96
2024-08-07 00:00:00	USA	Base	Commercial	Lutathera	97	98
2024-08-08 00:00:00	USA	Base	Commercial	Lutathera	99	100
2024-08-09 00:00:00	USA	Base	Commercial	Lutathera	101	102
2024-08-10 00:00:00	USA	Base	Commercial	Lutathera	103	104
2024-08-11 00:00:00	USA	Base	Commercial	Lutathera	105	106
2024-08-12 00:00:00	USA	Base	Commercial	Lutathera	107	108
2024-08-13 00:00:00	USA	Base	Commercial	Lutathera	109	110
2024-08-14 00:00:00	USA	Base	Commercial	Lutathera	111	112
2024-08-15 00:00:00	USA	Base	Commercial	Lutathera	113	114
2024-08-16 00:00:00	USA	Base	Commercial	Lutathera	115	116
2024-08-17 00:00:00	USA	Base	Commercial	Lutathera	117	118
2024-08-18 00:00:00	USA	Base	Commercial	Lutathera	119	120
2024-08-19 00:00:00	USA	Base	Commercial	Lutathera	121	122
2024-08-20 00:00:00	USA	Base	Commercial	Lutathera	123	124
2024-08-21 00:00:00	USA	Base	Commercial	Lutathera	125	126
2024-08-22 00:00:00	USA	Base	Commercial	Lutathera	127	128
2024-08-23 00:00:00	USA	Base	Commercial	Lutathera	129	130
2024-08-24 00:00:00	USA	Base	Commercial	Lutathera	131	132
2024-08-25 00:00:00	USA	Base	Commercial	Lutathera	133	134
2024-08-26 00:00:00	USA	Base	Commercial	Lutathera	135	136
2024-08-27 00:00:00	USA	Base	Commercial	Lutathera	137	138
2024-08-28 00:00:00	USA	Base	Commercial	Lutathera	139	140
2024-08-29 00:00:00	USA	Base	Commercial	Lutathera	141	142
2024-08-30 00:00:00	USA	Base	Commercial	Lutathera	143	144
2024-08-31 00:00:00	USA	Base	Commercial	Lutathera	145	146
2024-09-01 00:00:00	USA	Base	Commercial	Lutathera	147	148
2024-09-02 00:00:00	USA	Base	Commercial	Lutathera	149	150
2024-09-03 00:00:00	USA	Base	Commercial	Lutathera	151	152
2024-09-04 00:00:00	USA	Base	Commercial	Lutathera	153	154
2024-09-05 00:00:00	USA	Base	Commercial	Lutathera	155	156
2024-09-06 00:00:00	USA	Base	Commercial	Lutathera	157	158
2024-09-07 00:00:00	USA	Base	Commercial	Lutathera	159	160
2024-09-08 00:00:00	USA	Base	Commercial	Lutathera	161	162
2024-09-09 00:00:00	USA	Base	Commercial	Lutathera	163	164
2024-09-10 00:00:00	USA	Base	Commercial	Lutathera	165	166
2024-09-11 00:00:00	USA	Base	Commercial	Lutathera	167	168
2024-09-12 00:00:00	USA	Base	Commercial	Lutathera	169	170
2024-09-13 00:00:00	USA	Base	Commercial	Lutathera	171	172
2024-09-14 00:00:00	USA	Base	Commercial	Lutathera	173	174
2024-09-15 00:00:00	USA	Base	Commercial	Lutathera	175	176
2024-09-16 00:00:00	USA	Base	Commercial	Lutathera	177	178
2024-09-17 00:00:00	USA	Base	Commercial	Lutathera	179	180
2024-09-18 00:00:00	USA	Base	Commercial	Lutathera	181	182
2024-09-19 00:00:00	USA	Base	Commercial	Lutathera	183	184
2024-09-20 00:00:00	USA	Base	Commercial	Lutathera	185	186
2024-09-21 00:00:00	USA	Base	Commercial	Lutathera	187	188
2024-09-22 00:00:00	USA	Base	Commercial	Lutathera	189	190
2024-09-23 00:00:00	USA	Base	Commercial	Lutathera	191	192
2024-09-24 00:00:00	USA	Base	Commercial	Lutathera	193	194
2024-09-25 00:00:00	USA	Base	Commercial	Lutathera	195	196
2024-09-26 00:00:00	USA	Base	Commercial	Lutathera	197	198
2024-09-27 00:00:00	USA	Base	Commercial	Lutathera	199	200
2024-09-28 00:00:00	USA	Base	Commercial	Lutathera	201	202
2024-09-29 00:00:00	USA	Base	Commercial	Lutathera	203	204
2024-09-30 00:00:00	USA	Base	Commercial	Lutathera	205	206
2024-10-01 00:00:00	USA	Base	Commercial	Lutathera	207	208
2024-10-02 00:00:00	USA	Base	Commercial	Lutathera	209	210
2024-10-03 00:00:00	USA	Base	Commercial	Lutathera	211	212
2024-10-04 00:00:00	USA	Base	Commercial	Lutathera	213	214
2024-10-05 00:00:00	USA	Base	Commercial	Lutathera	215	216
2024-10-06 00:00:00	USA	Base	Commercial	Lutathera	217	218
2024-10-07 00:00:00	USA	Base	Commercial	Lutathera	219	220
2024-10-08 00:00:00	USA	Base	Commercial	Lutathera	221	222
2024-10-09 00:00:00	USA	Base	Commercial	Lutathera	223	224
2024-10-10 00:00:00	USA	Base	Commercial	Lutathera	225	226
2024-10-11 00:00:00	USA	Base	Commercial	Lutathera	227	228
2024-10-12 00:00:00	USA	Base	Commercial	Lutathera	229	230
2024-10-13 00:00:00	USA	Base	Commercial	Lutathera	231	232
2024-10-14 00:00:00	USA	Base	Commercial	Lutathera	233	234
2024-10-15 00:00:00	USA	Base	Commercial	Lutathera	235	236
2024-10-16 00:00:00	USA	Base	Commercial	Lutathera	237	238
2024-10-17 00:00:00	USA	Base	Commercial	Lutathera	239	240
2024-10-18 00:00:00	USA	Base	Commercial	Lutathera	241	242
2024-10-19 00:00:00	USA	Base	Commercial	Lutathera	243	244
2024-10-20 00:00:00	USA	Base	Commercial	Lutathera	245	246
2024-10-21 00:00:00	USA	Base	Commercial	Lutathera	247	248
2024-10-22 00:00:00	USA	Base	Commercial	Lutathera	249	250
2024-10-23 00:00:00	USA	Base	Commercial	Lutathera	251	252
2024-10-24 00:00:00	USA	Base	Commercial	Lutathera	253	254
2024-10-25 00:00:00	USA	Base	Commercial	Lutathera	255	256
2024-10-26 00:00:00	USA	Base	Commercial	Lutathera	257	258
2024-10-27 00:00:00	USA	Base	Commercial	Lutathera	259	260
2024-10-28 00:00:00	USA	Base	Commercial	Lutathera	261	262
2024-10-29 00:00:00	USA	Base	Commercial	Lutathera	263	264
2024-10-30 00:00:00	USA	Base	Commercial	Lutathera	265	266
2024-10-31 00:00:00	USA	Base	Commercial	Lutathera	267	268
2024-11-01 00:00:00	USA	Base	Commercial	Lutathera	269	270
2024-11-02 00:00:00	USA	Base	Commercial	Lutathera	271	272
2024-11-03 00:00:00	USA	Base	Commercial	Lutathera	273	274
2024-11-04 00:00:00	USA	Base	Commercial	Lutathera	275	276
2024-11-05 00:00:00	USA	Base	Commercial	Lutathera	277	278
2024-11-06 00:00:00	USA	Base	Commercial	Lutathera	279	280
2024-11-07 00:00:00	USA	Base	Commercial	Lutathera	281	282
2024-11-08 00:00:00	USA	Base	Commercial	Lutathera	283	284
2024-11-09 00:00:00	USA	Base	Commercial	Lutathera	285	286
2024-11-10 00:00:00	USA	Base	Commercial	Lutathera	287	288
2024-11-11 00:00:00	USA	Base	Commercial	Lutathera	289	290
2024-11-12 00:00:00	USA	Base	Commercial	Lutathera	291	292
2024-11-13 00:00:00	USA	Base	Commercial	Lutathera	293	294
2024-11-14 00:00:00	USA	Base	Commercial	Lutathera	295	296
2024-11-15 00:00:00	USA	Base	Commercial	Lutathera	297	298
2024-11-16 00:00:00	USA	Base	Commercial	Lutathera	299	300
2024-11-17 00:00:00	USA	Base	Commercial	Lutathera	301	302
2024-11-18 00:00:00	USA	Base	Commercial	Lutathera	303	304
2024-11-19 00:00:00	USA	Base	Commercial	Lutathera	305	306
2024-11-20 00:00:00	USA	Base	Commercial	Lutathera	307	308
2024-11-21 00:00:00	USA	Base	Commercial	Lutathera	309	310
2024-11-22 00:00:00	USA	Base	Commercial	Lutathera	311	312
2024-11-23 00:00:00	USA	Base	Commercial	Lutathera	313	314
2024-11-24 00:00:00	USA	Base	Commercial	Lutathera	315	316
2024-11-25 00:00:00	USA	Base	Commercial	Lutathera	317	318
2024-11-26 00:00:00	USA	Base	Commercial	Lutathera	319	320
2024-11-27 00:00:00	USA	Base	Commercial	Lutathera	321	322
2024-11-28 00:00:00	USA	Base	Commercial	Lutathera	323	324
2024-11-29 00:00:00	USA	Base	Commercial	Lutathera	325	326
2024-11-30 00:00:00	USA	Base	Commercial	Lutathera	327	328
2024-12-01 00:00:00	USA	Base	Commercial	Lutathera	329	330
2024-12-02 00:00:00	USA	Base	Commercial	Lutathera	331	332
2024-12-03 00:00:00	USA	Base	Commercial	Lutathera	333	334
2024-12-04 00:00:00	USA	Base	Commercial	Lutathera	335	336
2024-12-05 00:00:00	USA	Base	Commercial	Lutathera	337	338
2024-12-06 00:00:00	USA	Base	Commercial	Lutathera	339	340
2024-12-07 00:00:00	USA	Base	Commercial	Lutathera	341	342
2024-12-08 00:00:00	USA	Base	Commercial	Lutathera	343	344
2024-12-09 00:00:00	USA	Base	Commercial	Lutathera	345	346
2024-12-10 00:00:00	USA	Base	Commercial	Lutathera	347	348
2024-12-11 00:00:00	USA	Base	Commercial	Lutathera	349	350
2024-12-12 00:00:00	USA	Base	Commercial	Lutathera	351	352
2024-12-13 00:00:00	USA	Base	Commercial	Lutathera	353	354
2024-12-14 00:00:00	USA	Base	Commercial	Lutathera	355	356
2024-12-15 00:00:00	USA	Base	Commercial	Lutathera	357	358
2024-12-16 00:00:00	USA	Base	Commercial	Lutathera	359	360
2024-12-17 00:00:00	USA	Base	Commercial	Lutathera	361	362
2024-12-18 00:00:00	USA	Base	Commercial	Lutathera	363	364
2024-12-19 00:00:00	USA	Base	Commercial	Lutathera	365	366
2024-12-20 00:00:00	USA	Base	Commercial	Lutathera	367	368
2024-12-21 00:00:00	USA	Base	Commercial	Lutathera	369	370
2024-12-22 00:00:00	USA	Base	Commercial	Lutathera	371	372
2024-12-23 00:00:00	USA	Base	Commercial	Lutathera	373	374
2024-12-24 00:00:00	USA	Base	Commercial	Lutathera	375	376
2024-12-25 00:00:00	USA	Base	Commercial	Lutathera	377	378
2024-12-26 00:00:00	USA	Base	Commercial	Lutathera	379	380
2024-12-27 00:00:00	USA	Base	Commercial	Lutathera	381	382
2024-12-28 00:00:00	USA	Base	Commercial	Lutathera	383	384
2024-12-29 00:00:00	USA	Base	Commercial	Lutathera	385	386
2024-12-30 00:00:00	USA	Base	Commercial	Lutathera	387	388
2024-12-31 00:00:00	USA	Base	Commercial	Lutathera	389	390
2025-01-01 00:00:00	USA	Base	Commercial	Lutathera	391	392
2025-01-02 00:00:00	USA	Base	Commercial	Lutathera	393	394
2025-01-03 00:00:00	USA	Base	Commercial	Lutathera	395	396
2025-01-04 00:00:00	USA	Base	Commercial	Lutathera	397	398
2025-01-05 00:00:00	USA	Base	Commercial	Lutathera	399	400
2025-01-06 00:00:00	USA	Base	Commercial	Lutathera	401	402
2025-01-07 00:00:00	USA	Base	Commercial	Lutathera	403	404
2025-01-08 00:00:00	USA	Base	Commercial	Lutathera	405	406
2025-01-09 00:00:00	USA	Base	Commercial	Lutathera	407	408
2025-01-10 00:00:00	USA	Base	Commercial	Lutathera	409	410
2025-01-11 00:00:00	USA	Base	Commercial	Lutathera	411	412
2025-01-12 00:00:00	USA	Base	Commercial	Lutathera	413	414
2025-01-13 00:00:00	USA	Base	Commercial	Lutathera	415	416
2025-01-14 00:00:00	USA	Base	Commercial	Lutathera	417	418
2025-01-15 00:00:00	USA	Base	Commercial	Lutathera	419	420
2025-01-16 00:00:00	USA	Base	Commercial	Lutathera	421	422
2025-01-17 00:00:00	USA	Base	Commercial	Lutathera	423	424
2025-01-18 00:00:00	USA	Base	Commercial	Lutathera	425	426
2025-01-19 00:00:00	USA	Base	Commercial	Lutathera	427	428
2025-01-20 00:00:00	USA	Base	Commercial	Lutathera	429	430
