Date	Country	Type	Order_Category	Product	New	Total
2024-06-26	USA	Base	Commercial	Lutathera	1437	2437
2024-06-27	USA	Base	Commercial	Lutathera	1438	2438
2024-06-28	USA	Base	Commercial	Lutathera	1439	2439
2024-06-29	USA	Base	Commercial	Lutathera	1440	2440
2024-06-30	USA	Base	Commercial	Lutathera	1441	2441
2024-07-01	USA	Base	Commercial	Lutathera	1442	2442
2024-07-02	USA	Base	Commercial	Lutathera	1443	2443
2024-07-03	USA	Base	Commercial	Lutathera	1444	2444
2024-07-04	USA	Base	Commercial	Lutathera	1445	2445
2024-07-05	USA	Base	Commercial	Lutathera	1446	2446
2024-07-06	USA	Base	Commercial	Lutathera	1447	2447
2024-07-07	USA	Base	Commercial	Lutathera	1448	2448
2024-07-08	USA	Base	Commercial	Lutathera	1449	2449
2024-07-09	USA	Base	Commercial	Lutathera	1450	2450
2024-07-10	USA	Base	Commercial	Lutathera	1451	2451
2024-07-11	USA	Base	Commercial	Lutathera	1452	2452
2024-07-12	USA	Base	Commercial	Lutathera	1453	2453
2024-07-13	USA	Base	Commercial	Lutathera	1454	2454
2024-07-14	USA	Base	Commercial	Lutathera	1455	2455
2024-07-15	USA	Base	Commercial	Lutathera	1456	2456
2024-07-16	USA	Base	Commercial	Lutathera	1457	2457
2024-07-17	USA	Base	Commercial	Lutathera	1458	2458
2024-07-18	USA	Base	Commercial	Lutathera	1459	2459
2024-07-19	USA	Base	Commercial	Lutathera	1460	2460
2024-07-20	USA	Base	Commercial	Lutathera	1461	2461
2024-07-21	USA	Base	Commercial	Lutathera	1462	2462
2024-07-22	USA	Base	Commercial	Lutathera	1463	2463
2024-07-23	USA	Base	Commercial	Lutathera	1464	2464
2024-07-24	USA	Base	Commercial	Lutathera	1465	2465
2024-07-25	USA	Base	Commercial	Lutathera	1466	2466
2024-07-26	USA	Base	Commercial	Lutathera	1467	2467
2024-07-27	USA	Base	Commercial	Lutathera	1468	2468
2024-07-28	USA	Base	Commercial	Lutathera	1469	2469
2024-07-29	USA	Base	Commercial	Lutathera	1470	2470
2024-07-30	USA	Base	Commercial	Lutathera	1471	2471
2024-07-31	USA	Base	Commercial	Lutathera	1472	2472
2024-08-01	USA	Base	Commercial	Lutathera	1473	2473
2024-08-02	USA	Base	Commercial	Lutathera	1474	2474
2024-08-03	USA	Base	Commercial	Lutathera	1475	2475
2024-08-04	USA	Base	Commercial	Lutathera	1476	2476
2024-08-05	USA	Base	Commercial	Lutathera	1477	2477
2024-08-06	USA	Base	Commercial	Lutathera	1478	2478
2024-08-07	USA	Base	Commercial	Lutathera	1479	2479
2024-08-08	USA	Base	Commercial	Lutathera	1480	2480
2024-08-09	USA	Base	Commercial	Lutathera	1481	2481
2024-08-10	USA	Base	Commercial	Lutathera	1482	2482
2024-08-11	USA	Base	Commercial	Lutathera	1483	2483
2024-08-12	USA	Base	Commercial	Lutathera	1484	2484
2024-08-13	USA	Base	Commercial	Lutathera	1485	2485
2024-08-14	USA	Base	Commercial	Lutathera	1486	2486
2024-08-15	USA	Base	Commercial	Lutathera	1487	2487
2024-08-16	USA	Base	Commercial	Lutathera	1488	2488
2024-08-17	USA	Base	Commercial	Lutathera	1489	2489
2024-08-18	USA	Base	Commercial	Lutathera	1490	2490
2024-08-19	USA	Base	Commercial	Lutathera	1491	2491
2024-08-20	USA	Base	Commercial	Lutathera	1492	2492
2024-08-21	USA	Base	Commercial	Lutathera	1493	2493
2024-08-22	USA	Base	Commercial	Lutathera	1494	2494
2024-08-23	USA	Base	Commercial	Lutathera	1495	2495
2024-08-24	USA	Base	Commercial	Lutathera	1496	2496
2024-08-25	USA	Base	Commercial	Lutathera	1497	2497
2024-08-26	USA	Base	Commercial	Lutathera	1498	2498
2024-08-27	USA	Base	Commercial	Lutathera	1499	2499
2024-08-28	USA	Base	Commercial	Lutathera	1500	2500
2024-08-29	USA	Base	Commercial	Lutathera	1501	2501
2024-08-30	USA	Base	Commercial	Lutathera	1502	2502
2024-08-31	USA	Base	Commercial	Lutathera	1503	2503
2024-09-01	USA	Base	Commercial	Lutathera	1504	2504
2024-09-02	USA	Base	Commercial	Lutathera	1505	2505
2024-09-03	USA	Base	Commercial	Lutathera	1506	2506
2024-09-04	USA	Base	Commercial	Lutathera	1507	2507
2024-09-05	USA	Base	Commercial	Lutathera	1508	2508
2024-09-06	USA	Base	Commercial	Lutathera	1509	2509
2024-09-07	USA	Base	Commercial	Lutathera	1510	2510
2024-09-08	USA	Base	Commercial	Lutathera	1511	2511
2024-09-09	USA	Base	Commercial	Lutathera	1512	2512
2024-09-10	USA	Base	Commercial	Lutathera	1513	2513
2024-09-11	USA	Base	Commercial	Lutathera	1514	2514
2024-09-12	USA	Base	Commercial	Lutathera	1515	2515
2024-09-13	USA	Base	Commercial	Lutathera	1516	2516
2024-09-14	USA	Base	Commercial	Lutathera	1517	2517
2024-09-15	USA	Base	Commercial	Lutathera	1518	2518
2024-09-16	USA	Base	Commercial	Lutathera	1519	2519
2024-09-17	USA	Base	Commercial	Lutathera	1520	2520
2024-09-18	USA	Base	Commercial	Lutathera	1521	2521
2024-09-19	USA	Base	Commercial	Lutathera	1522	2522
2024-09-20	USA	Base	Commercial	Lutathera	1523	2523
2024-09-21	USA	Base	Commercial	Lutathera	1524	2524
2024-09-22	USA	Base	Commercial	Lutathera	1525	2525
2024-09-23	USA	Base	Commercial	Lutathera	1526	2526
2024-09-24	USA	Base	Commercial	Lutathera	1527	2527
2024-09-25	USA	Base	Commercial	Lutathera	1528	2528
2024-09-26	USA	Base	Commercial	Lutathera	1529	2529
2024-09-27	USA	Base	Commercial	Lutathera	1530	2530
2024-09-28	USA	Base	Commercial	Lutathera	1531	2531
2024-09-29	USA	Base	Commercial	Lutathera	1532	2532
2024-09-30	USA	Base	Commercial	Lutathera	1533	2533
2024-10-01	USA	Base	Commercial	Lutathera	1534	2534
2024-10-02	USA	Base	Commercial	Lutathera	1535	2535
2024-10-03	USA	Base	Commercial	Lutathera	1536	2536
2024-10-04	USA	Base	Commercial	Lutathera	1537	2537
2024-10-05	USA	Base	Commercial	Lutathera	1538	2538
2024-10-06	USA	Base	Commercial	Lutathera	1539	2539
2024-10-07	USA	Base	Commercial	Lutathera	1540	2540
2024-10-08	USA	Base	Commercial	Lutathera	1541	2541
2024-10-09	USA	Base	Commercial	Lutathera	1542	2542
2024-10-10	USA	Base	Commercial	Lutathera	1543	2543
2024-10-11	USA	Base	Commercial	Lutathera	1544	2544
2024-10-12	USA	Base	Commercial	Lutathera	1545	2545
2024-10-13	USA	Base	Commercial	Lutathera	1546	2546
2024-10-14	USA	Base	Commercial	Lutathera	1547	2547
2024-10-15	USA	Base	Commercial	Lutathera	1548	2548
2024-10-16	USA	Base	Commercial	Lutathera	1549	2549
2024-10-17	USA	Base	Commercial	Lutathera	1550	2550
2024-10-18	USA	Base	Commercial	Lutathera	1551	2551
2024-10-19	USA	Base	Commercial	Lutathera	1552	2552
2024-10-20	USA	Base	Commercial	Lutathera	1553	2553
2024-10-21	USA	Base	Commercial	Lutathera	1554	2554
2024-10-22	USA	Base	Commercial	Lutathera	1555	2555
2024-10-23	USA	Base	Commercial	Lutathera	1556	2556
2024-10-24	USA	Base	Commercial	Lutathera	1557	2557
2024-10-25	USA	Base	Commercial	Lutathera	1558	2558
2024-10-26	USA	Base	Commercial	Lutathera	1559	2559
2024-10-27	USA	Base	Commercial	Lutathera	1560	2560
2024-10-28	USA	Base	Commercial	Lutathera	1561	2561
2024-10-29	USA	Base	Commercial	Lutathera	1562	2562
2024-10-30	USA	Base	Commercial	Lutathera	1563	2563
2024-10-31	USA	Base	Commercial	Lutathera	1564	2564
2024-11-01	USA	Base	Commercial	Lutathera	1565	2565
2024-11-02	USA	Base	Commercial	Lutathera	1566	2566
2024-11-03	USA	Base	Commercial	Lutathera	1567	2567
2024-11-04	USA	Base	Commercial	Lutathera	1568	2568
2024-11-05	USA	Base	Commercial	Lutathera	1569	2569
2024-11-06	USA	Base	Commercial	Lutathera	1570	2570
2024-11-07	USA	Base	Commercial	Lutathera	1571	2571
2024-11-08	USA	Base	Commercial	Lutathera	1572	2572
2024-11-09	USA	Base	Commercial	Lutathera	1573	2573
2024-11-10	USA	Base	Commercial	Lutathera	1574	2574
2024-11-11	USA	Base	Commercial	Lutathera	1575	2575
2024-11-12	USA	Base	Commercial	Lutathera	1576	2576
2024-11-13	USA	Base	Commercial	Lutathera	1577	2577
2024-11-14	USA	Base	Commercial	Lutathera	1578	2578
2024-11-15	USA	Base	Commercial	Lutathera	1579	2579
2024-11-16	USA	Base	Commercial	Lutathera	1580	2580
2024-11-17	USA	Base	Commercial	Lutathera	1581	2581
2024-11-18	USA	Base	Commercial	Lutathera	1582	2582
2024-11-19	USA	Base	Commercial	Lutathera	1583	2583
2024-11-20	USA	Base	Commercial	Lutathera	1584	2584
2024-11-21	USA	Base	Commercial	Lutathera	1585	2585
2024-11-22	USA	Base	Commercial	Lutathera	1586	2586
2024-11-23	USA	Base	Commercial	Lutathera	1587	2587
2024-11-24	USA	Base	Commercial	Lutathera	1588	2588
2024-11-25	USA	Base	Commercial	Lutathera	1589	2589
2024-11-26	USA	Base	Commercial	Lutathera	1590	2590
2024-11-27	USA	Base	Commercial	Lutathera	1591	2591
2024-11-28	USA	Base	Commercial	Lutathera	1592	2592
2024-11-29	USA	Base	Commercial	Lutathera	1593	2593
2024-11-30	USA	Base	Commercial	Lutathera	1594	2594
2024-12-01	USA	Base	Commercial	Lutathera	1595	2595
2024-12-02	USA	Base	Commercial	Lutathera	1596	2596
2024-12-03	USA	Base	Commercial	Lutathera	1597	2597
2024-12-04	USA	Base	Commercial	Lutathera	1598	2598
2024-12-05	USA	Base	Commercial	Lutathera	1599	2599
2024-12-06	USA	Base	Commercial	Lutathera	1600	2600
2024-12-07	USA	Base	Commercial	Lutathera	1601	2601
2024-12-08	USA	Base	Commercial	Lutathera	1602	2602
2024-12-09	USA	Base	Commercial	Lutathera	1603	2603
2024-12-10	USA	Base	Commercial	Lutathera	1604	2604
2024-12-11	USA	Base	Commercial	Lutathera	1605	2605
2024-12-12	USA	Base	Commercial	Lutathera	1606	2606
2024-12-13	USA	Base	Commercial	Lutathera	1607	2607
2024-12-14	USA	Base	Commercial	Lutathera	1608	2608
2024-12-15	USA	Base	Commercial	Lutathera	1609	2609
2024-12-16	USA	Base	Commercial	Lutathera	1610	2610
2024-12-17	USA	Base	Commercial	Lutathera	1611	2611
2024-12-18	USA	Base	Commercial	Lutathera	1612	2612
2024-12-19	USA	Base	Commercial	Lutathera	1613	2613
2024-12-20	USA	Base	Commercial	Lutathera	1614	2614
2024-12-21	USA	Base	Commercial	Lutathera	1615	2615
2024-12-22	USA	Base	Commercial	Lutathera	1616	2616
2024-12-23	USA	Base	Commercial	Lutathera	1617	2617
2024-12-24	USA	Base	Commercial	Lutathera	1618	2618
2024-12-25	USA	Base	Commercial	Lutathera	1619	2619
2024-12-26	USA	Base	Commercial	Lutathera	1620	2620
2024-12-27	USA	Base	Commercial	Lutathera	1621	2621
2024-12-28	USA	Base	Commercial	Lutathera	1622	2622
2024-12-29	USA	Base	Commercial	Lutathera	1623	2623
2024-12-30	USA	Base	Commercial	Lutathera	1624	2624
2024-12-31	USA	Base	Commercial	Lutathera	1625	2625
2025-01-01	USA	Base	Commercial	Lutathera	1626	2626
2025-01-02	USA	Base	Commercial	Lutathera	1627	2627
2025-01-03	USA	Base	Commercial	Lutathera	1628	2628
2025-01-04	USA	Base	Commercial	Lutathera	1629	2629
2025-01-05	USA	Base	Commercial	Lutathera	1630	2630
2025-01-06	USA	Base	Commercial	Lutathera	1631	2631
2025-01-07	USA	Base	Commercial	Lutathera	1632	2632
2025-01-08	USA	Base	Commercial	Lutathera	1633	2633
2025-01-09	USA	Base	Commercial	Lutathera	1634	2634
2025-01-10	USA	Base	Commercial	Lutathera	1635	2635
2025-01-11	USA	Base	Commercial	Lutathera	1636	2636
2025-01-12	USA	Base	Commercial	Lutathera	1637	2637
2025-01-13	USA	Base	Commercial	Lutathera	1638	2638
2025-01-14	USA	Base	Commercial	Lutathera	1639	2639
2025-01-15	USA	Base	Commercial	Lutathera	1640	2640
2025-01-16	USA	Base	Commercial	Lutathera	1641	2641
2025-01-17	USA	Base	Commercial	Lutathera	1642	2642
2025-01-18	USA	Base	Commercial	Lutathera	1643	2643
2025-01-19	USA	Base	Commercial	Lutathera	1644	2644
2025-01-20	USA	Base	Commercial	Lutathera	1645	2645
2024-06-20	USA	Best	Commercial	Lutathera	1431	2431
